type_species,Species,Author,Subspecies,Order,Family,change,sp#
,Liolaemus tromen,"ABDALA, SEMHAN, MORENO AZOCAR, BONINO, PAZ & CRUZ 2012",,Sauria,Liolaemidae,,15776
,Liolaemus tulkas,"QUINTEROS, ABDALA, GÓMEZ & SCROCCHI 2008",,Sauria,Liolaemidae,,15777
,Liolaemus ubaghsi,"ESQUERRÉ, TRONCOSO-PALACIOS, GARÍN & NÚÑEZ 2014",,Sauria,Liolaemidae,,15778
,Liolaemus umbrifer,ESPINOZA & LOBO 2003,,Sauria,Liolaemidae,,15779
,Liolaemus uniformis,"TRONCOSO-PALACIOS, ELORZA, PUAS & ALFARO-PARDO 2016",,Sauria,Liolaemidae,,20548
,Liolaemus uptoni,SCOLARO & CEI 2006,,Sauria,Liolaemidae,,15780
,Liolaemus uspallatensis,MACOLA & CASTRO 1982,,Sauria,Liolaemidae,,15781
,Liolaemus valdesianus,HELLMICH 1950,,Sauria,Liolaemidae,,15782
,Liolaemus vallecurensis,PEREYRA 1992,,Sauria,Liolaemidae,,15783
,Liolaemus variegatus,LAURENT 1984,,Sauria,Liolaemidae,,15784
,Liolaemus velosoi,ORTIZ 1987,,Sauria,Liolaemidae,,15785
,Liolaemus vhagar,"QUINTEROS, RUIZ-MONACHESI & ABDALA 2019",,Sauria,Liolaemidae,,22472
,Liolaemus victormoralesii,"AGUILAR-PUNTRIANO, RAMÍREZ, CASTILLO, MENDOZA, VARGAS & SITES JR 2019",,Sauria,Liolaemidae,,22481
,Liolaemus villaricensis,MÜLLER & HELLMICH 1932,,Sauria,Liolaemidae,,20795
,Liolaemus vulcanus,QUINTEROS & ABDALA 2011,,Sauria,Liolaemidae,,15786
,Liolaemus walkeri,SHREVE 1938,,Sauria,Liolaemidae,,15787
,Liolaemus wari,"AGUILAR, WOOD, CUSI, GUZMÁN, HUARI, LUNDBERG, MORTENSEN, RAMÍREZ, ROBLES, SUÁREZ, TICONA, VARGAS, VENEGAS & SITES 2013",,Sauria,Liolaemidae,,15788
,Liolaemus warjantay,"UBALDE-MAMANI, GUTIÉRREZ, CHAPARRO, AGUILAR-KIRIGIN, CERDEÑA, HUANCA-MAMANI, CÁRDENAS-NINASIVINCHA, LAZO-RIVERA & ABDALA 2021",,Sauria,Liolaemidae,,24020
,Liolaemus wiegmannii,(DUMÉRIL & BIBRON 1837),,Sauria,Liolaemidae,,15789
,Liolaemus williamsi,LAURENT 1992,,Sauria,Liolaemidae,,15790
,Liolaemus xanthoviridis,CEI & SCOLARO 1980,,Sauria,Liolaemidae,,15791
,Liolaemus yalguaraz,"ABDALA, QUINTEROS & SEMHAM 2015",,Sauria,Liolaemidae,,20322
,Liolaemus yanalcu,MARTÍNEZ OLIVER & LOBO 2002,,Sauria,Liolaemidae,,15792
,Liolaemus yarabamba,"QUIROZ, HUAMANÍ-VALDERRAMA, GUTIÉRREZ, AGUILAR-KIRIGIN, CHAPARRO & ABDALA 2021",,Sauria,Liolaemidae,,23676
,Liolaemus yatel,"ABDALA, PROCOPIO, STELLATELLI, TRAVAINI, RODRÍGUEZ, RUIZ & MONACHESI 2014",,Sauria,Liolaemidae,,15793
,Liolaemus yauri,"ARAPA-AQUINO, ABDALA, HUAMANÍ-VALDERRAMA, GUTIÉRREZ, CERDEÑA, QUIROZ & CHAPARRO 2021",,Sauria,Liolaemidae,,23625
,Liolaemus zabalai,"TRONCOSO-PALACIOS, DÍAZ, ESQUERRÉ & URRA 2015",,Sauria,Liolaemidae,,20241
,Liolaemus zapallarensis,MÜLLER & HELLMICH 1933,"Liolaemus zapallarensis zapallarensis (MÜLLER & HELLMICH 1933)
Liolaemus zapallarensis ater (MÜLLER & HELLMICH 1933)
Liolaemus zapallarensis sieversi (DONOSO-BARROS 1954)",Sauria,Liolaemidae,,15794
,Liolaemus zullyae,CEI & SCOLARO 1996,,Sauria,Liolaemidae,,15795
,Liopeltis calamaria,(GÜNTHER 1858),,Serpentes,Colubridae,,15796
,Liopeltis frenata,(GÜNTHER 1858),,Serpentes,Colubridae,,15797
,Liopeltis pallidonuchalis,"POYARKOV, NGUYEN & VOGEL 2019",,Serpentes,Colubridae,,22493
,Liopeltis philippina,(BOETTGER 1897),,Serpentes,Colubridae,,15798
,Liopeltis rappi,(GÜNTHER 1860),,Serpentes,Colubridae,,15799
,Liopeltis stoliczkae,(SCLATER 1891),,Serpentes,Colubridae,,15800
,Liopeltis tiomanica,"SOM, GRISMER, GRISMER, WOOD, QUAH, BROWN, DIESMOS, WEINELL & STUART 2020",,Serpentes,Colubridae,,22863
x,Liopeltis tricolor,(SCHLEGEL 1837),,Serpentes,Colubridae,,15801
,Liophidium apperti,DOMERGUE 1984,,Serpentes,Pseudoxyrhophiidae,,15802
,Liophidium chabaudi,DOMERGUE 1984,,Serpentes,Pseudoxyrhophiidae,,15803
,Liophidium maintikibo,"FRANZEN, JONES, RASELIMANANA, NAGY, C’CRUZE, GLAW & VENCES 2009",,Serpentes,Pseudoxyrhophiidae,,15804
,Liophidium mayottensis,(PETERS 1874),,Serpentes,Pseudoxyrhophiidae,,15805
,Liophidium pattoni,"VIEITES, RATSOAVINA, RANDRIANIAINA, NAGY, GLAW & VENCES 2010",,Serpentes,Pseudoxyrhophiidae,,15806
,Liophidium rhodogaster,(SCHLEGEL 1837),,Serpentes,Pseudoxyrhophiidae,,15807
,Liophidium therezieni,DOMERGUE 1984,,Serpentes,Pseudoxyrhophiidae,,15808
,Liophidium torquatum,(BOULENGER 1888),,Serpentes,Pseudoxyrhophiidae,,15809
x,Liophidium trilineatum,BOULENGER 1896,,Serpentes,Pseudoxyrhophiidae,,15810
,Liophidium vaillanti,(MOCQUARD 1901),,Serpentes,Pseudoxyrhophiidae,,15811
,Liopholidophis baderi,"GLAW, KUCHARZEWSKI, NAGY, HAWLITSCHEK & VENCES 2013",,Serpentes,Pseudoxyrhophiidae,,15812
,Liopholidophis dimorphus,"GLAW, NAGY, FRANZEN & VENCES 2007",,Serpentes,Pseudoxyrhophiidae,,15813
,Liopholidophis dolicocercus,(PERACCA 1892),,Serpentes,Pseudoxyrhophiidae,,15814
x,Liopholidophis grandidieri,MOCQUARD 1904,,Serpentes,Pseudoxyrhophiidae,,15815
,Liopholidophis oligolepis,"GLAW, KUCHARZEWSKI, NAGY, HAWLITSCHEK & VENCES 2013",,Serpentes,Pseudoxyrhophiidae,,15816
,Liopholidophis rhadinaea,CADLE 1996,,Serpentes,Pseudoxyrhophiidae,,15817
,Liopholidophis sexlineatus,(GÜNTHER 1882),,Serpentes,Pseudoxyrhophiidae,,15818
,Liopholidophis varius,(FISCHER 1884),,Serpentes,Pseudoxyrhophiidae,,15819
,Liopholis guthega,"(DONNELLAN, HUTCHINSON, DEMPSEY & OSBORNE 2002)",,Sauria,Scincidae,,15820
,Liopholis inornata,(ROSÉN 1905),,Sauria,Scincidae,,15821
,Liopholis kintorei,(STIRLING & ZIETZ 1893),,Sauria,Scincidae,,15822
,Liopholis margaretae,(STORR 1968),,Sauria,Scincidae,,15823
,Liopholis modesta,(STORR 1968),,Sauria,Scincidae,,15824
,Liopholis montana,"(DONNELLAN, HUTCHINSON, DEMPSEY & OSBORNE 2002)",,Sauria,Scincidae,,15825
,Liopholis multiscutata,(MITCHELL & BEHRNDT 1949),,Sauria,Scincidae,,15826
,Liopholis personata,(STORR 1968),,Sauria,Scincidae,,20966
,Liopholis pulchra,(WERNER 1910),"Liopholis pulchra longicauda (FORD 1963)
Liopholis pulchra pulchra (WERNER 1910)",Sauria,Scincidae,,15827
,Liopholis slateri,(STORR 1968),"Liopholis slateri slateri (STORR 1968)
Liopholis slateri virgata (STORR 1968)",Sauria,Scincidae,,15828
,Liopholis striata,(STERNFELD 1919),,Sauria,Scincidae,,15829
x,Liopholis whitii,(LACÉPÈDE 1804),,Sauria,Scincidae,,15830
x,Lioscincus steindachneri,BOCAGE 1873,,Sauria,Scincidae,,15835
,Lioscincus vivae,"SADLIER, BAUER, WHITAKER & SMITH 2004",,Sauria,Scincidae,,15837
x,Liotyphlops albirostris,(PETERS 1858),,Serpentes,Anomalepididae,,15838
,Liotyphlops anops,(COPE 1899),,Serpentes,Anomalepididae,,15839
,Liotyphlops argaleus,DIXON & KOFRON 1984,,Serpentes,Anomalepididae,,15840
,Liotyphlops beui,(AMARAL 1924),,Serpentes,Anomalepididae,,15841
,Liotyphlops bondensis,(GRIFFIN 1916),"Liotyphlops bondensis bondensis (GRIFFIN 1916)
Liotyphlops bondensis armandoi LINARES-VARGAS et al. 2021",Serpentes,Anomalepididae,,24224
,Liotyphlops caissara,"CENTENO, SAWAYA & GERMANO 2010",,Serpentes,Anomalepididae,,15842
,Liotyphlops haadi,"SILVA-HAAD, FRANCO & MALDONADO 2008",,Serpentes,Anomalepididae,,15843
,Liotyphlops schubarti,VANZOLINI 1948,,Serpentes,Anomalepididae,,15844
,Liotyphlops sousai,MARRA-SANTOS & REIS 2018,,Serpentes,Anomalepididae,,21630
,Liotyphlops taylori,MARRA-SANTOS & REIS 2018,,Serpentes,Anomalepididae,,21633
,Liotyphlops ternetzii,(BOULENGER 1896),,Serpentes,Anomalepididae,,15845
,Liotyphlops trefauti,"FREIRE, CARAMASCHI, SUZART ARGOLO 2007",,Serpentes,Anomalepididae,,15846
,Liotyphlops wilderi,(GARMAN 1883),,Serpentes,Anomalepididae,,15847
,Lipinia auriculata,(TAYLOR 1917),"Lipinia auriculata auriculata (TAYLOR 1917)
Lipinia auriculata herrei (TAYLOR 1922)
Lipinia auriculata kempi (TAYLOR 1919)",Sauria,Scincidae,,15849
,Lipinia cheesmanae,(PARKER 1940),,Sauria,Scincidae,,15850
,Lipinia inconspicua,(MÜLLER 1894),,Sauria,Scincidae,,18500
,Lipinia inexpectata,DAS & AUSTIN 2007,,Sauria,Scincidae,,15851
,Lipinia infralineolata,(GÜNTHER 1873),,Sauria,Scincidae,,15852
,Lipinia leptosoma,(BROWN & FEHLMANN 1958),,Sauria,Scincidae,,15853
,Lipinia longiceps,(BOULENGER 1895),,Sauria,Scincidae,,15854
,Lipinia macrotympanum,(STOLICZKA 1873),,Sauria,Scincidae,,15855
,Lipinia miangensis,(WERNER 1910),,Sauria,Scincidae,,15856
,Lipinia microcerca,(BOETTGER 1901),,Sauria,Scincidae,,22538
,Lipinia nitens,(PETERS 1871),,Sauria,Scincidae,,15857
,Lipinia occidentalis,GÜNTHER 2000,,Sauria,Scincidae,,15860
x,Lipinia pulchella,(GRAY 1845),"Lipinia pulchella levitoni (BROWN & ALCALA 1963)
Lipinia pulchella pulchella (GRAY 1845)
Lipinia pulchella taylori (BROWN & ALCALA 1956)",Sauria,Scincidae,,15861
,Lipinia quadrivittata,(PETERS 1867),,Sauria,Scincidae,,15863
,Lipinia rabori,(BROWN & ALCALA 1956),,Sauria,Scincidae,,15864
,Lipinia relicta,(VINCIGUERRA 1892),,Sauria,Scincidae,,15865
,Lipinia rouxi,(HEDIGER 1934),,Sauria,Scincidae,,15866
,Lipinia sekayuensis,"GRISMER, ISMAIL, AWANG, RIZAL & AHMAD 2014",,Sauria,Scincidae,,15867
,Lipinia semperi,(PETERS 1867),,Sauria,Scincidae,,15868
,Lipinia septentrionalis,GÜNTHER 2000,,Sauria,Scincidae,,15869
,Lipinia subvittata,(GÜNTHER 1873),,Sauria,Scincidae,,15870
,Lipinia surda,(BOULENGER 1900),,Sauria,Scincidae,,15871
,Lipinia trivittata,"POYARKOV, GEISSLER, GORIN, DUNAYEV, HARTMANN & SUWANNAPOOM 2019",,Sauria,Scincidae,,22337
,Lipinia vassilievi,"POYARKOV, GEISSLER, GORIN, DUNAYEV, HARTMANN & SUWANNAPOOM 2019",,Sauria,Scincidae,,22340
,Lipinia venemai,BRONGERSMA 1953,,Sauria,Scincidae,,15872
,Lipinia vittigera,(BOULENGER 1894),,Sauria,Scincidae,,15873
,Lipinia vulcania,GIRARD 1858,,Sauria,Scincidae,,15874
,Lipinia zamboangensis,(BROWN & ALCALA 1963),,Sauria,Scincidae,,15875
,Lissemys ceylonensis,(GRAY 1856),,Testudines,Trionychidae,,15876
x,Lissemys punctata,(BONNATERRE 1789),"Lissemys punctata punctata (BONNATERRE 1789)
Lissemys punctata andersoni WEBB 1980
Lissemys punctata vittata (PETERS 1854)",Testudines,Trionychidae,,15877
,Lissemys scutata,(PETERS 1868),,Testudines,Trionychidae,,15878
,Lissolepis coventryi,(STORR 1978),,Sauria,Scincidae,,15879
x,Lissolepis luctuosa,(PETERS 1866),,Sauria,Scincidae,,15880
,Lobulia brongersmai,(ZWEIFEL 1972),,Sauria,Scincidae,,15882
x,Lobulia elegans,(BOULENGER 1897),,Sauria,Scincidae,,15883
,Lobulia fortis,"SLAVENKO, TAMAR, TALLOWIN, KRAUS, ALLISON, CARRANZA & MEIRI 2021",,Sauria,Scincidae,,23963
,Lobulia huonensis,"SLAVENKO, TAMAR, TALLOWIN, KRAUS, ALLISON, CARRANZA & MEIRI 2021",,Sauria,Scincidae,,23966
,Lobulia lobulus,(LOVERIDGE 1945),,Sauria,Scincidae,,23159
,Lobulia marmorata,"SLAVENKO, TAMAR, TALLOWIN, KRAUS, ALLISON, CARRANZA & MEIRI 2021",,Sauria,Scincidae,,23969
,Lobulia vogelkopensis,"SLAVENKO, TAMAR, TALLOWIN, KRAUS, ALLISON, CARRANZA & MEIRI 2021",,Sauria,Scincidae,,23972
,Lophocalotes achlios,"HARVEY, SCRIVANI, SHANEY, HAMIDY, KURNIAWAN & SMITH 2018",,Sauria,Agamidae,,21246
x,Lophocalotes ludekingi,(BLEEKER 1860),,Sauria,Agamidae,,15887
x,Lophognathus gilberti,GRAY 1842,,Sauria,Agamidae,,15889
,Lophognathus horneri,"MELVILLE, RITCHIE, CHAPPLE, GLOR & SCHULTE 2018",,Sauria,Agamidae,,21846
,Lophognathus maculilabris,BOULENGER 1883,,Sauria,Agamidae,,15891
,Lophosaurus boydii,(MACLEAY 1884),,Sauria,Agamidae,,14887
x,Lophosaurus dilophus,(DUMÉRIL & BIBRON 1837),,Sauria,Agamidae,,14890
,Lophosaurus spinipes,(DUMÉRIL 1851),,Sauria,Agamidae,,14903
,Loveridgea ionidesii,(BATTERSBY 1950),,Amphisbaenia,Amphisbaenidae,,15893
x,Loveridgea phylofiniens,(TORNIER 1899),,Amphisbaenia,Amphisbaenidae,,15894
x,Loveridgelaps elapoides,(BOULENGER 1890),,Serpentes,Elapidae,,15895
x,Loxocemus bicolor,COPE 1861,,Serpentes,Loxocemidae,,15896
,Loxopholis caparensis,(ESQUEDA 2005),,Sauria,Gymnophthalmidae,,15330
,Loxopholis ferreirai,(RODRIGUES & AVILA-PIRES 2005),,Sauria,Gymnophthalmidae,,15331
,Loxopholis guianense,(RUIBAL 1952),,Sauria,Gymnophthalmidae,,15332
,Loxopholis hexalepis,(AYALA & HARRIS 1982),,Sauria,Gymnophthalmidae,,15333
,Loxopholis ioanna,(UZZELL & BARRY 1971),,Sauria,Gymnophthalmidae,,15334
,Loxopholis osvaldoi,(AVILA-PIRES 1995),,Sauria,Gymnophthalmidae,,15336
,Loxopholis parietalis,(COPE 1886),,Sauria,Gymnophthalmidae,,15337
,Loxopholis percarinatum,(MÜLLER 1923),,Sauria,Gymnophthalmidae,,15338
x,Loxopholis rugiceps,COPE 1869,,Sauria,Gymnophthalmidae,,15340
,Loxopholis snethlageae,(AVILA-PIRES 1995),,Sauria,Gymnophthalmidae,,15343
,Loxopholis southi,(RUTHVEN & GAIGE 1924),"Loxopholis southi southi (RUTHVEN & GAIGE 1924)
Loxopholis southi orientalis TAYLOR 1955",Sauria,Gymnophthalmidae,,15344
x,Lubuya ivensii,(BOCAGE 1879),,Sauria,Scincidae,,19371
,Lucasium alboguttatum,(WERNER 1910),,Sauria,Diplodactylidae,,15897
,Lucasium bungabinna,DOUGHTY & HUTCHINSON 2008,,Sauria,Diplodactylidae,,15898
,Lucasium byrnei,(LUCAS & FROST 1896),,Sauria,Diplodactylidae,,15899
x,Lucasium damaeum,(LUCAS & FROST 1896),,Sauria,Diplodactylidae,,15900
,Lucasium immaculatum,(STORR 1988),,Sauria,Diplodactylidae,,15901
,Lucasium iris,"VANDERDUYS, HOSKIN, KUTT, WRIGHT & ZOZAYA 2020",,Sauria,Diplodactylidae,,23350
,Lucasium maini,(KLUGE 1962),,Sauria,Diplodactylidae,,15902
,Lucasium microplax,"EASTWOOD, DOUGHTY, HUTCHINSON & PEPPER 2020",,Sauria,Diplodactylidae,,23586
,Lucasium occultum,(KING 1982),,Sauria,Diplodactylidae,,15903
,Lucasium squarrosum,(KLUGE 1962),,Sauria,Diplodactylidae,,15904
,Lucasium steindachneri,(BOULENGER 1885),,Sauria,Diplodactylidae,,15905
,Lucasium stenodactylum,(BOULENGER 1896),,Sauria,Diplodactylidae,,15906
,Lucasium wombeyi,(STORR 1978),,Sauria,Diplodactylidae,,15907
,Lucasium woodwardi,(FRY 1914),,Sauria,Diplodactylidae,,23799
,Luperosaurus angliit,"BROWN, DIESMOS & OLIVEROS 2011",,Sauria,Gekkonidae,,15908
,Luperosaurus brooksii,(BOULENGER 1920),,Sauria,Gekkonidae,,15909
,Luperosaurus corfieldi,"GAULKE, RÖSLER & BROWN 2007",,Sauria,Gekkonidae,,15911
x,Luperosaurus cumingii,(GRAY 1845),,Sauria,Gekkonidae,,15912
,Luperosaurus joloensis,TAYLOR 1918,,Sauria,Gekkonidae,,15915
,Luperosaurus kubli,"BROWN, DIESMOS & DUYA 2007",,Sauria,Gekkonidae,,15916
,Luperosaurus macgregori,STEJNEGER 1907,,Sauria,Gekkonidae,,15917
,Luperosaurus palawanensis,BROWN & ALCALA 1978,,Sauria,Gekkonidae,,15918
,Luperosaurus yasumai,"OTA, SENGOKU & HIKIDA 1996",,Sauria,Gekkonidae,,15920
,Lycodon albofuscus,"(DUMÉRIL, BIBRON & DUMÉRIL 1854)",,Serpentes,Colubridae,,15411
,Lycodon alcalai,OTA & ROSS 1994,,Serpentes,Colubridae,,15921
,Lycodon anamallensis,GÜNTHER 1864,,Serpentes,Colubridae,,15955
x,Lycodon aulicus,(LINNAEUS 1758),,Serpentes,Colubridae,,15922
,Lycodon banksi,"LUU, BONKOWSKI, NGUYEN, LE, CALAME & ZIEGLER 2018",,Serpentes,Colubridae,,21524
,Lycodon bibonius,OTA & ROSS 1994,,Serpentes,Colubridae,,15923
,Lycodon butleri,BOULENGER 1900,,Serpentes,Colubridae,,15924
,Lycodon capucinus,(BOIE 1827),,Serpentes,Colubridae,,15925
,Lycodon cardamomensis,DALTRY & WÜSTER 2002,,Serpentes,Colubridae,,15926
,Lycodon carinatus,(KUHL 1820),,Serpentes,Colubridae,,15927
,Lycodon cathaya,"WANG, QI, LYU, ZENG & WANG 2020",,Serpentes,Colubridae,,23062
,Lycodon cavernicolus,"GRISMER, QUAH, ANUAR M.S., MuiN, WOOD & NOR 2014",,Serpentes,Colubridae,,15928
,Lycodon chapaensis,(ANGEL & BOURRET 1933),,Serpentes,Colubridae,,22126
,Lycodon chithrasekarai,"(WICKRAMASINGHE, VIDANAPATHIRANA, PUSHPAMAL & WICKRAMASINGHE 2020)",,Serpentes,Colubridae,,22773
,Lycodon chrysoprateros,OTA & ROSS 1994,,Serpentes,Colubridae,,15929
,Lycodon davidi,"VOGEL, NGUYEN, KINGSADA & ZIEGLER 2012",,Serpentes,Colubridae,,15930
,Lycodon davisonii,(BLANFORD 1878),,Serpentes,Colubridae,,13568
,Lycodon deccanensis,"GANESH, DEUTI, PUNITH, ACHYUTHAN, MALLIK, ADHIKARI & VOGEL 2020",,Serpentes,Colubridae,,23308
,Lycodon dumerilii,(BOULENGER 1893),,Serpentes,Colubridae,,15931
,Lycodon effraenis,CANTOR 1847,,Serpentes,Colubridae,,15932
,Lycodon fasciatus,(ANDERSON 1879),,Serpentes,Colubridae,,15933
,Lycodon fasciolatus,(SHAW 1802),,Serpentes,Colubridae,new genus (was: Argyrogena),11136
,Lycodon fausti,GAULKE 2002,,Serpentes,Colubridae,,15934
,Lycodon ferroni,LANZA 1999,,Serpentes,Colubridae,,15935
,Lycodon flavicollis,MUKHERJEE & BHUPATHY 2007,,Serpentes,Colubridae,,15936
,Lycodon flavomaculatus,WALL 1907,,Serpentes,Colubridae,,15937
,Lycodon flavozonatus,(POPE 1928),,Serpentes,Colubridae,,15938
,Lycodon futsingensis,(POPE 1928),,Serpentes,Colubridae,,15939
,Lycodon gammiei,(BLANFORD 1878),,Serpentes,Colubridae,,15940
,Lycodon gibsonae,VOGEL & DAVID 2019,,Serpentes,Colubridae,,21991
,Lycodon gongshan,VOGEL & LUO 2011,,Serpentes,Colubridae,,15941
,Lycodon gracilis,(GÜNTHER 1864),,Serpentes,Colubridae,,13569
,Lycodon hypsirhinoides,(THEOBALD 1868),,Serpentes,Colubridae,,15942
,Lycodon jara,(SHAW 1802),,Serpentes,Colubridae,,15943
,Lycodon kundui,SMITH 1943,,Serpentes,Colubridae,,15944
,Lycodon laoensis,GÜNTHER 1864,,Serpentes,Colubridae,,15945
,Lycodon liuchengchaoi,"ZHANG, JIANG, VOGEL & RAO 2011",,Serpentes,Colubridae,,15946
,Lycodon mackinnoni,WALL 1906,,Serpentes,Colubridae,,15947
,Lycodon meridionalis,(BOURRET 1935),,Serpentes,Colubridae,,15948
,Lycodon muelleri,"DUMÉRIL, BIBRON  & DUMÉRIL 1854",,Serpentes,Colubridae,,15949
,Lycodon multifasciatus,(MAKI 1931),,Serpentes,Colubridae,,15950
,Lycodon multizonatus,(ZHAO & JIANG 1981),,Serpentes,Colubridae,,15951
,Lycodon nympha,(DAUDIN 1803),,Serpentes,Colubridae,,13570
,Lycodon obvelatus,"WANG, YU, VOGEL & CHE 2020",,Serpentes,Colubridae,,23532
,Lycodon ophiophagus,"VOGEL, DAVID, PAUWELS, SUMONTHA, NORVAL, HENDRIX, VU & ZIEGLER 2009",,Serpentes,Colubridae,,15953
,Lycodon orientalis,(HILGENDORF 1880),,Serpentes,Colubridae,,15954
,Lycodon paucifasciatus,RENDAHL in SMITH 1943,,Serpentes,Colubridae,,15956
,Lycodon philippinus,(GRIFFIN 1909),,Serpentes,Colubridae,,13571
,Lycodon pictus,"JANSSEN, PHAM, NGO, LE, NGUYEN & ZIEGLER 2019",,Serpentes,Colubridae,,22451
,Lycodon rosozonatus,(HU & ZHAO 1972),,Serpentes,Colubridae,,15957
,Lycodon rufozonatus,CANTOR 1842,"Lycodon rufozonatus walli (STEJNEGER 1907)
Lycodon rufozonatus rufozonatus (CANTOR 1842)",Serpentes,Colubridae,,15958
,Lycodon ruhstrati,(FISCHER 1886),"Lycodon ruhstrati abditus VOGEL, DAVID, PAUWELS, SUMONTHA, NORVAL, HENDRIX, RU & ZIEGLER 2009
Lycodon ruhstrati ruhstrati (FISCHER 1886)",Serpentes,Colubridae,,15959
,Lycodon sealei,LEVITON 1955,,Serpentes,Colubridae,,22380
,Lycodon semicarinatus,(COPE 1860),,Serpentes,Colubridae,,15960
,Lycodon septentrionalis,(GÜNTHER 1875),,Serpentes,Colubridae,,15961
,Lycodon serratus,"WANG, YU, VOGEL & CHE 2020",,Serpentes,Colubridae,,23529
,Lycodon sidiki,"WOSTL, HAMIDY, KURNIAWAN & SMITH 2017",,Serpentes,Colubridae,,21104
,Lycodon solivagus,OTA & ROSS 1994,,Serpentes,Colubridae,,15962
,Lycodon stormi,BOETTGER 1892,,Serpentes,Colubridae,,15963
,Lycodon striatus,(SHAW 1802),"Lycodon striatus striatus (SHAW 1802)
Lycodon striatus bicolor (NIKOLSKY 1903)
Lycodon striatus sinhaleyus DERANIYAGALA 1955",Serpentes,Colubridae,,15964
,Lycodon subannulatus,"(DUMÉRIL, BIBRON & DUMÉRIL 1854)",,Serpentes,Colubridae,,13572
,Lycodon subcinctus,BOIE 1827,,Serpentes,Colubridae,,15965
,Lycodon synaptor,VOGEL & DAVID 2010,,Serpentes,Colubridae,,15966
,Lycodon tessellatus,JAN 1863,,Serpentes,Colubridae,,15967
,Lycodon tiwarii,BISWAS & SANYAL 1965,,Serpentes,Colubridae,,15968
,Lycodon travancoricus,(BEDDOME 1870),,Serpentes,Colubridae,,15969
,Lycodon tristrigatus,(GÜNTHER 1858),,Serpentes,Colubridae,,13573
,Lycodon zawi,"SLOWINSKI, PAWAR, WIN, THIN, GYI, OO & TUN 2001",,Serpentes,Colubridae,,15970
,Lycodon zayuensis,"JIANG, WANG, JIN & CHE 2020",,Serpentes,Colubridae,,23314
,Lycodon zoosvictoriae,"NEANG, HARTMANN, HUN, SOUTER & FUREY 2014",,Serpentes,Colubridae,,15971
,Lycodonomorphus bicolor,(GÜNTHER 1893),,Serpentes,Lamprophiidae,,15972
,Lycodonomorphus inornatus,"(DUMÉRIL, BIBRON  & DUMÉRIL 1854)",,Serpentes,Lamprophiidae,,15973
,Lycodonomorphus laevissimus,(GÜNTHER 1862),,Serpentes,Lamprophiidae,,15974
,Lycodonomorphus leleupi,(LAURENT 1950),,Serpentes,Lamprophiidae,,15975
,Lycodonomorphus mlanjensis,LOVERIDGE 1953,,Serpentes,Lamprophiidae,,20794
,Lycodonomorphus obscuriventris,FITZSIMONS 1963,,Serpentes,Lamprophiidae,,15976
x,Lycodonomorphus rufulus,(LICHTENSTEIN 1823),,Serpentes,Lamprophiidae,,15977
,Lycodonomorphus subtaeniatus,LAURENT 1954,,Serpentes,Lamprophiidae,,15978
,Lycodonomorphus whytii,(BOULENGER 1897),,Serpentes,Lamprophiidae,,15979
,Lycodryas carleti,(DOMERGUE 1995),,Serpentes,Pseudoxyrhophiidae,,15980
,Lycodryas citrinus,(DOMERGUE 1995),,Serpentes,Pseudoxyrhophiidae,,15981
,Lycodryas cococola,"HAWLITSCHEK, NAGY & GLAW 2012","Lycodryas cococola cococola HAWLITSCHEK, NAGY & GLAW 2012
Lycodryas cococola innocens HAWLITSCHEK, NAGY & GLAW 2012",Serpentes,Pseudoxyrhophiidae,,15982
,Lycodryas gaimardi,(SCHLEGEL 1837),,Serpentes,Pseudoxyrhophiidae,,15983
,Lycodryas granuliceps,(BOETTGER 1877),,Serpentes,Pseudoxyrhophiidae,,15984
,Lycodryas guentheri,(BOULENGER 1896),,Serpentes,Pseudoxyrhophiidae,,15985
,Lycodryas inopinae,(DOMERGUE 1995),,Serpentes,Pseudoxyrhophiidae,,15986
,Lycodryas inornatus,(BOULENGER 1896),,Serpentes,Pseudoxyrhophiidae,,15987
x,Lycodryas maculatus,(GÜNTHER 1858),"Lycodryas maculatus maculatus GÜNTHER 1858
Lycodryas maculatus comorensis (PETERS 1874)",Serpentes,Pseudoxyrhophiidae,,15988
,Lycodryas pseudogranuliceps,(DOMERGUE 1995),,Serpentes,Pseudoxyrhophiidae,,15989
x,Lycognathophis seychellensis,(SCHLEGEL 1837),,Serpentes,Colubridae,,15990
,Lycophidion acutirostre,GÜNTHER 1868,,Serpentes,Lamprophiidae,,15991
,Lycophidion albomaculatum,STEINDACHNER 1870,,Serpentes,Lamprophiidae,,15992
x,Lycophidion capense,(SMITH 1831),"Lycophidion capense capense (SMITH 1831)
Lycophidion capense loveridgei LAURENT 1968",Serpentes,Lamprophiidae,,15993
,Lycophidion chirioi,TRAPE 2021,,Serpentes,Lamprophiidae,,24221
,Lycophidion depressirostre,LAURENT 1968,,Serpentes,Lamprophiidae,,15994
,Lycophidion hellmichi,LAURENT 1964,,Serpentes,Lamprophiidae,,15995
,Lycophidion irroratum,(LEACH 1819),,Serpentes,Lamprophiidae,,15996
,Lycophidion jacksoni,(BOULENGER 1893),"Lycophidion jacksoni jacksoni BOULENGER 1893
Lycophidion jacksoni occidentale TRAPE 2021",Serpentes,Lamprophiidae,,24223
,Lycophidion laterale,HALLOWELL 1857,,Serpentes,Lamprophiidae,,15997
