"speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi","PelagicSpecialist"
"Platysteira cyanea","bird","Passeriformes","Platysteiridae",5,"npp.sd",0.134477427131131,0.135296976131953,0.5,0
"Plectrophenax nivalis","bird","Passeriformes","Calcariidae",7,"npp.sd",-0.460202090239448,-0.497567647383638,0.25,0
"Plegadis chihi","bird","Pelecaniformes","Threskiornithidae",9,"npp.sd",-0.156936910018657,-0.15824470086592,0.166666666666667,0
"Ploceus baglafecht","bird","Passeriformes","Ploceidae",12,"npp.sd",-0.117574325659715,-0.118120635691786,0.111111111111111,0
"Ploceus bicolor","bird","Passeriformes","Ploceidae",5,"npp.sd",-0.410295969619251,-0.435967050631972,0.5,0
"Ploceus cucullatus","bird","Passeriformes","Ploceidae",26,"npp.sd",0.255352736956075,0.26113062177312,0.0434782608695652,0
"Ploceus nigerrimus","bird","Passeriformes","Ploceidae",5,"npp.sd",0.683745097555401,0.836113637187513,0.5,0
"Ploceus nigricollis","bird","Passeriformes","Ploceidae",8,"npp.sd",0.167385774367857,0.168975863273543,0.2,0
"Ploceus ocularis","bird","Passeriformes","Ploceidae",12,"npp.sd",-0.0833988989244457,-0.0835930667866955,0.111111111111111,0
"Ploceus rubiginosus","bird","Passeriformes","Ploceidae",6,"npp.sd",0.351890631233444,0.367599949100631,0.333333333333333,0
"Ploceus subaureus","bird","Passeriformes","Ploceidae",7,"npp.sd",-0.689642053142177,-0.847272841981168,0.25,0
"Ploceus velatus","bird","Passeriformes","Ploceidae",23,"npp.sd",-0.208451108035694,-0.211551546950806,0.05,0
"Ploceus xanthops","bird","Passeriformes","Ploceidae",6,"npp.sd",-0.150969329660688,-0.152132225383171,0.333333333333333,0
"Pluvialis dominica","bird","Charadriiformes","Charadriidae",14,"npp.sd",0.294125145591438,0.303076110425906,0.0909090909090909,0
"Pluvialis squatarola","bird","Charadriiformes","Charadriidae",10,"npp.sd",0.378588160203165,0.398410565969461,0.142857142857143,0
"Podiceps auritus","bird","Podicipediformes","Podicipedidae",14,"npp.sd",-0.196306623572569,-0.198888226020818,0.0909090909090909,0
"Podiceps grisegena","bird","Podicipediformes","Podicipedidae",6,"npp.sd",0.313281044578618,0.324179390085192,0.333333333333333,0
"Podiceps nigricollis","bird","Podicipediformes","Podicipedidae",23,"npp.sd",0.18757637048725,0.18982396524492,0.05,0
"Podilymbus podiceps","bird","Podicipediformes","Podicipedidae",17,"npp.sd",-0.0188902818665267,-0.018892529301105,0.0714285714285714,0
"Poecile atricapillus","bird","Passeriformes","Paridae",108,"npp.sd",0.05981063754651,0.0598821114644552,0.00952380952380952,NA
"Poecile lugubris","bird","Passeriformes","Paridae",5,"npp.sd",-0.195283349245314,-0.197824159890757,0.5,NA
"Poecile montanus","bird","Passeriformes","Paridae",8,"npp.sd",0.799217088563604,1.09644130833997,0.2,NA
"Poecile palustris","bird","Passeriformes","Paridae",7,"npp.sd",0.15184503490153,0.153028476467373,0.25,NA
"Poecile rufescens","bird","Passeriformes","Paridae",12,"npp.sd",-0.21810660373687,-0.221667279347444,0.111111111111111,NA
"Poecilodryas albispecularis","bird","Passeriformes","Petroicidae",22,"npp.sd",0.21681919249846,0.220315964032673,0.0526315789473684,NA
"Pogoniulus bilineatus","bird","Piciformes","Lybiidae",8,"npp.sd",0.495504646883449,0.54333017821352,0.2,0
"Pogoniulus chrysoconus","bird","Piciformes","Lybiidae",5,"npp.sd",-0.527778626419392,-0.587061096887822,0.5,0
"Pogoniulus scolopaceus","bird","Piciformes","Lybiidae",9,"npp.sd",-0.0844199544311122,-0.0846213624006483,0.166666666666667,0
"Polioptila caerulea","bird","Passeriformes","Polioptilidae",19,"npp.sd",0.404742689444094,0.429307829515135,0.0625,0
"Polioptila californica","bird","Passeriformes","Polioptilidae",15,"npp.sd",-0.0846339026052455,-0.0848368501931617,0.0833333333333333,0
"Polioptila dumicola","bird","Passeriformes","Polioptilidae",8,"npp.sd",-0.288316944673834,-0.296729643079652,0.2,0
"Polioptila melanura","bird","Passeriformes","Polioptilidae",32,"npp.sd",0.197713232855495,0.20035163473747,0.0344827586206897,0
"Polioptila plumbea","bird","Passeriformes","Polioptilidae",8,"npp.sd",0.404022607594934,0.428446976296035,0.2,0
"Polioxolmis rufipennis","bird","Passeriformes","Tyrannidae",6,"npp.sd",0.263646830855432,0.270023638338848,0.333333333333333,0
"Polyonymus caroli","bird","Apodiformes","Trochilidae",5,"npp.sd",0.681998500437094,0.832840925310599,0.5,0
"Polytmus guainumbi","bird","Apodiformes","Trochilidae",5,"npp.sd",0.332781321976332,0.345952705949247,0.5,0
"Pomatorhinus ruficollis","bird","Passeriformes","Pomatostomidae",8,"npp.sd",0.122695144944386,0.123316454901019,0.2,0
"Pooecetes gramineus","bird","Passeriformes","Passerellidae",54,"npp.sd",0.154518967870815,0.155766661996903,0.0196078431372549,0
"Poospiza hispaniolensis","bird","Passeriformes","Thraupidae",6,"npp.sd",-0.229808705379855,-0.233987496812666,0.333333333333333,0
"Porzana carolina","bird","Gruiformes","Rallidae",45,"npp.sd",0.372028666821614,0.390775592315606,0.0238095238095238,0
"Premnoplex brunnescens","bird","Passeriformes","Furnariidae",10,"npp.sd",-0.34592856061835,-0.360811426727689,0.142857142857143,0
"Prinia flavicans","bird","Passeriformes","Cisticolidae",6,"npp.sd",-0.442681572340437,-0.475561051922431,0.333333333333333,0
"Prinia gracilis","bird","Passeriformes","Cisticolidae",5,"npp.sd",0.300044154248613,0.309568126061772,0.5,0
"Prinia subflava","bird","Passeriformes","Cisticolidae",14,"npp.sd",0.271208352543773,0.278167650299393,0.0909090909090909,0
"Prionochilus olivaceus","bird","Passeriformes","Dicaeidae",6,"npp.sd",-0.481383175808795,-0.524783097213073,0.333333333333333,0
"Prionops retzii","bird","Passeriformes","Vangidae",5,"npp.sd",-0.526368523816463,-0.585108568197234,0.5,0
"Progne chalybea","bird","Passeriformes","Hirundinidae",5,"npp.sd",-0.615908770130761,-0.718386340602686,0.5,0
"Progne subis","bird","Passeriformes","Hirundinidae",16,"npp.sd",-0.00662545390767643,-0.00662555085528373,0.0769230769230769,0
"Protonotaria citrea","bird","Passeriformes","Parulidae",8,"npp.sd",-0.0963383126793246,-0.096638024335345,0.2,0
"Prunella fulvescens","bird","Passeriformes","Prunellidae",5,"npp.sd",0.172791528268896,0.174542681220681,0.5,0
"Prunella modularis","bird","Passeriformes","Prunellidae",10,"npp.sd",0.606981253404453,0.704127694045831,0.142857142857143,0
"Psaltriparus minimus","bird","Passeriformes","Aegithalidae",25,"npp.sd",-0.33935504441552,-0.35336345182164,0.0454545454545455,0
"Psarocolius angustifrons","bird","Passeriformes","Icteridae",6,"npp.sd",-0.335908350302653,-0.349473292533186,0.333333333333333,0
"Psarocolius decumanus","bird","Passeriformes","Icteridae",8,"npp.sd",-0.17543573497988,-0.177269556460157,0.2,0
"Pseudocolaptes boissonneautii","bird","Passeriformes","Furnariidae",17,"npp.sd",-0.338229971586194,-0.352092498279148,0.0714285714285714,0
"Pseudotriccus ruficeps","bird","Passeriformes","Tyrannidae",6,"npp.sd",0.449257491249913,0.483769622787884,0.333333333333333,0
"Psophodes olivaceus","bird","Passeriformes","Psophodidae",6,"npp.sd",-0.951695276654899,-1.84946214940728,0.333333333333333,0
"Pterophanes cyanopterus","bird","Apodiformes","Trochilidae",10,"npp.sd",-0.0950363497366077,-0.0953240301838281,0.142857142857143,0
"Ptilinopus rivoli","bird","Columbiformes","Columbidae",6,"npp.sd",0.393707906867343,0.416180580794388,0.333333333333333,0
"Ptilonorhynchus violaceus","bird","Passeriformes","Ptilonorhynchidae",5,"npp.sd",-0.3,-0.309519604203112,0.5,0
"Ptiloprora guisei","bird","Passeriformes","Meliphagidae",9,"npp.sd",0.162440508999983,0.163892332945975,0.166666666666667,0
"Ptilorrhoa caerulescens","bird","Passeriformes","Cinclosomatidae",8,"npp.sd",0.310016715865513,0.320563902455332,0.2,0
"Ptyonoprogne fuligula","bird","Passeriformes","Hirundinidae",6,"npp.sd",-0.678934739833204,-0.827135191340824,0.333333333333333,NA
"Pycnonotus barbatus","bird","Passeriformes","Pycnonotidae",32,"npp.sd",0.494832493472112,0.542439682337937,0.0344827586206897,0
"Pycnonotus importunus","bird","Passeriformes","Pycnonotidae",13,"npp.sd",0.781139013424355,1.04828578502464,0.1,NA
"Pycnonotus jocosus","bird","Passeriformes","Pycnonotidae",5,"npp.sd",0.5,0.549306144334055,0.5,0
"Pycnonotus nigricans","bird","Passeriformes","Pycnonotidae",8,"npp.sd",0.205209789805604,0.208165368456363,0.2,0
"Pycnonotus plumosus","bird","Passeriformes","Pycnonotidae",5,"npp.sd",0.544388552152672,0.610371496823574,0.5,0
"Pycnonotus urostictus","bird","Passeriformes","Pycnonotidae",9,"npp.sd",-0.26475150787001,-0.271211209396659,0.166666666666667,0
"Pycnonotus virens","bird","Passeriformes","Pycnonotidae",7,"npp.sd",0.330218041228616,0.343072961901146,0.25,NA
"Pygochelidon cyanoleuca","bird","Passeriformes","Hirundinidae",5,"npp.sd",0.728117205864793,0.924708352508164,0.5,0
"Pyrenestes ostrinus","bird","Passeriformes","Estrildidae",6,"npp.sd",0.292123522332855,0.300886336696294,0.333333333333333,0
"Pyriglena leuconota","bird","Passeriformes","Thamnophilidae",6,"npp.sd",0.319316348721709,0.33088565056405,0.333333333333333,0
"Pyriglena leucoptera","bird","Passeriformes","Thamnophilidae",6,"npp.sd",-0.196486093712029,-0.19907489631984,0.333333333333333,0
"Pyrocephalus rubinus","bird","Passeriformes","Tyrannidae",33,"npp.sd",-0.1891793885668,-0.191485961714227,0.0333333333333333,0
"Pyrrhomyias cinnamomeus","bird","Passeriformes","Tyrannidae",13,"npp.sd",0.446136133929365,0.479865808015068,0.1,0
"Pyrrhula pyrrhula","bird","Passeriformes","Fringillidae",6,"npp.sd",0.879247082553848,1.37244001715922,0.333333333333333,0
"Pyrrhura frontalis","bird","Psittaciformes","Psittacidae",10,"npp.sd",0.481752597142252,0.525264056742965,0.142857142857143,0
"Pytilia melba","bird","Passeriformes","Estrildidae",6,"npp.sd",-0.551498732772042,-0.620532580068424,0.333333333333333,0
"Pytilia phoenicoptera","bird","Passeriformes","Estrildidae",5,"npp.sd",-0.926374121005941,-1.63219912023091,0.5,0
"Quelea erythrops","bird","Passeriformes","Ploceidae",10,"npp.sd",0.0801601271561816,0.0803324856878147,0.142857142857143,0
"Quelea quelea","bird","Passeriformes","Ploceidae",13,"npp.sd",-0.510747655424411,-0.563740772432203,0.1,0
"Querula purpurata","bird","Passeriformes","Cotingidae",7,"npp.sd",0.150357861123216,0.151506554393899,0.25,0
"Quiscalus lugubris","bird","Passeriformes","Icteridae",6,"npp.sd",0.236333991886964,0.240887645030246,0.333333333333333,0
"Quiscalus major","bird","Passeriformes","Icteridae",7,"npp.sd",0.0243076989520325,0.0243124881666072,0.25,0
"Quiscalus mexicanus","bird","Passeriformes","Icteridae",29,"npp.sd",0.210809415744357,0.214018255125496,0.0384615384615385,0
"Quiscalus quiscula","bird","Passeriformes","Icteridae",67,"npp.sd",0.358182472160337,0.374799314328456,0.015625,0
"Rallus limicola","bird","Gruiformes","Rallidae",42,"npp.sd",0.0104050840464962,0.0104054595757167,0.0256410256410256,0
"Rallus longirostris","bird","Gruiformes","Rallidae",8,"npp.sd",0.385146394999297,0.406088457287485,0.2,0
"Ramphastos tucanus","bird","Piciformes","Ramphastidae",7,"npp.sd",0.530653270798555,0.591054053830911,0.25,0
"Ramphastos vitellinus","bird","Piciformes","Ramphastidae",5,"npp.sd",-0.7,-0.867300527694053,0.5,0
"Ramphocaenus melanurus","bird","Passeriformes","Polioptilidae",10,"npp.sd",0.143806330479505,0.144810133039195,0.142857142857143,0
"Ramphocelus carbo","bird","Passeriformes","Thraupidae",16,"npp.sd",0.228599510076976,0.232711254540808,0.0769230769230769,0
"Recurvirostra americana","bird","Charadriiformes","Recurvirostridae",21,"npp.sd",-0.121164488770479,-0.121762698901069,0.0555555555555556,0
"Regulus calendula","bird","Passeriformes","Regulidae",82,"npp.sd",-0.0458031153411066,-0.0458351862261656,0.0126582278481013,0
"Regulus regulus","bird","Passeriformes","Regulidae",5,"npp.sd",0.988448982026244,2.5741683192334,0.5,0
"Regulus satrapa","bird","Passeriformes","Regulidae",60,"npp.sd",-0.0696901422662833,-0.0698032939183623,0.0175438596491228,0
"Rhagologus leucostigma","bird","Passeriformes","Corvidae",11,"npp.sd",0.0826923997085883,0.0828816612754969,0.125,0
"Rhegmatorhina melanosticta","bird","Passeriformes","Thamnophilidae",5,"npp.sd",-0.268311342589156,-0.275043275550396,0.5,0
"Rhinopomastus cyanomelas","bird","Bucerotiformes","Phoeniculidae",11,"npp.sd",-0.252729878892243,-0.258326812241487,0.125,0
"Rhipidura albicollis","bird","Passeriformes","Rhipiduridae",9,"npp.sd",0.15050104271596,0.151653051062971,0.166666666666667,0
"Rhipidura albolimbata","bird","Passeriformes","Rhipiduridae",14,"npp.sd",-0.0149338805594395,-0.0149349908966264,0.0909090909090909,0
"Rhipidura atra","bird","Passeriformes","Rhipiduridae",14,"npp.sd",-0.516597686396822,-0.571687743191499,0.0909090909090909,0
"Rhipidura brachyrhyncha","bird","Passeriformes","Rhipiduridae",7,"npp.sd",-0.111943431864579,-0.112414579536381,0.25,0
"Rhipidura cyaniceps","bird","Passeriformes","Rhipiduridae",9,"npp.sd",-0.0820373719458334,-0.0822221594449708,0.166666666666667,0
"Rhipidura fuliginosa","bird","Passeriformes","Rhipiduridae",14,"npp.sd",-0.0586845828408442,-0.0587520899465432,0.0909090909090909,0
"Rhipidura leucophrys","bird","Passeriformes","Rhipiduridae",6,"npp.sd",0.285962149659472,0.294163249567663,0.333333333333333,0
"Rhipidura leucothorax","bird","Passeriformes","Rhipiduridae",6,"npp.sd",0.0672327175227508,0.0673342957952426,0.333333333333333,0
"Rhipidura rufidorsa","bird","Passeriformes","Rhipiduridae",5,"npp.sd",-0.0998879808914252,-0.100222198396162,0.5,0
"Rhipidura rufifrons","bird","Passeriformes","Rhipiduridae",14,"npp.sd",-0.458689543536294,-0.495650383894439,0.0909090909090909,0
"Rhipidura rufiventris","bird","Passeriformes","Rhipiduridae",11,"npp.sd",-0.42085122515901,-0.44872601469944,0.125,0
"Rhipidura spilodera","bird","Passeriformes","Rhipiduridae",6,"npp.sd",0.372811563274441,0.391684559653152,0.333333333333333,NA
"Rhipidura threnothorax","bird","Passeriformes","Rhipiduridae",6,"npp.sd",-0.788775039016553,-1.06818129875099,0.333333333333333,0
"Rhopospina fruticeti","bird","Passeriformes","Thraupidae",12,"npp.sd",-0.102309817579181,-0.102669045522993,0.111111111111111,NA
"Rhyacornis fuliginosus","bird","Passeriformes","Muscicapidae",5,"npp.sd",-0.325559025125428,-0.3378526964158,0.5,NA
"Rhynchocyclus brevirostris","bird","Passeriformes","Tyrannidae",5,"npp.sd",0.475493107371061,0.517144476952122,0.5,0
"Rhynchocyclus olivaceus","bird","Passeriformes","Tyrannidae",6,"npp.sd",-0.0349975801813195,-0.0350118793938531,0.333333333333333,0
"Rhynchotus rufescens","bird","Tinamiformes","Tinamidae",7,"npp.sd",-0.835031190901464,-1.20453016892303,0.25,0
"Rhytipterna simplex","bird","Passeriformes","Tyrannidae",7,"npp.sd",-0.0040523875295655,-0.00405240971234361,0.25,0
"Riparia riparia","bird","Passeriformes","Hirundinidae",27,"npp.sd",0.105916992896031,0.106315753830901,0.0416666666666667,0
"Rostrhamus sociabilis","bird","Accipitriformes","Accipitridae",7,"npp.sd",-0.392857142857143,-0.415174151036715,0.25,0
"Sakesphorus canadensis","bird","Passeriformes","Thamnophilidae",7,"npp.sd",0.873501873699989,1.34766856106987,0.25,0
"Salpinctes obsoletus","bird","Passeriformes","Troglodytidae",25,"npp.sd",0.307330870152069,0.317595197445328,0.0454545454545455,0
"Saltator atriceps","bird","Passeriformes","Thraupidae",7,"npp.sd",-0.188523955275787,-0.190806287858491,0.25,0
"Saltator aurantiirostris","bird","Passeriformes","Thraupidae",15,"npp.sd",-0.0207488945094858,-0.0207518728601956,0.0833333333333333,0
"Saltator coerulescens","bird","Passeriformes","Thraupidae",11,"npp.sd",0.653382383207711,0.781178097219559,0.125,0
"Saltator maximus","bird","Passeriformes","Thraupidae",14,"npp.sd",0.183802791684715,0.185915618936044,0.0909090909090909,0
"Saltator similis","bird","Passeriformes","Thraupidae",5,"npp.sd",0.7,0.867300527694053,0.5,0
"Sasia ochracea","bird","Piciformes","Picidae",5,"npp.sd",0.931527493712779,1.66981705988019,0.5,0
"Satrapa icterophrys","bird","Passeriformes","Tyrannidae",5,"npp.sd",-0.574592023289198,-0.65435141559956,0.5,0
"Saxicola ferrea","bird","Passeriformes","Muscicapidae",6,"npp.sd",-0.428571428571429,-0.458145365937078,0.333333333333333,NA
"Saxicola torquatus","bird","Passeriformes","Muscicapidae",9,"npp.sd",-0.202868435880129,-0.205722303645465,0.166666666666667,0
"Sayornis nigricans","bird","Passeriformes","Tyrannidae",14,"npp.sd",0.323175145740975,0.335188504915423,0.0909090909090909,0
"Sayornis phoebe","bird","Passeriformes","Tyrannidae",27,"npp.sd",-0.168989509786533,-0.170626284694786,0.0416666666666667,0
"Sayornis saya","bird","Passeriformes","Tyrannidae",17,"npp.sd",0.176783570526286,0.178660532833553,0.0714285714285714,0
"Scelorchilus rubecula","bird","Passeriformes","Rhinocryptidae",5,"npp.sd",0.410573382274528,0.436300662403644,0.5,0
"Scenopoeetes dentirostris","bird","Passeriformes","Ptilonorhynchidae",7,"npp.sd",0.128570919139212,0.129286476151899,0.25,0
"Schiffornis turdina","bird","Passeriformes","Tityridae",13,"npp.sd",-0.106281778425481,-0.106684692537025,0.1,0
"Schiffornis virescens","bird","Passeriformes","Tityridae",6,"npp.sd",-0.605289241662322,-0.701452996452337,0.333333333333333,0
"Schistes geoffroyi","bird","Apodiformes","Trochilidae",6,"npp.sd",0.412654253690091,0.438806005569635,0.333333333333333,0
"Schistochlamys melanopis","bird","Passeriformes","Thraupidae",6,"npp.sd",0.331901910428417,0.344964102068289,0.333333333333333,0
"Schistocichla leucostigma","bird","Passeriformes","Thamnophilidae",6,"npp.sd",-0.112241058016943,-0.112715992850321,0.333333333333333,0
"Schoeniophylax phryganophilus","bird","Passeriformes","Furnariidae",6,"npp.sd",-0.0769726874100177,-0.0771252458927133,0.333333333333333,0
"Sclerurus mexicanus","bird","Passeriformes","Furnariidae",9,"npp.sd",-0.211844112861018,-0.215101320997028,0.166666666666667,0
"Sclerurus rufigularis","bird","Passeriformes","Furnariidae",6,"npp.sd",-0.371428571428571,-0.390079278774787,0.333333333333333,0
"Scolopax minor","bird","Charadriiformes","Scolopacidae",43,"npp.sd",0.0505881596448852,0.050631380459947,0.025,0
"Scytalopus parvirostris","bird","Passeriformes","Rhinocryptidae",6,"npp.sd",0.310873080495186,0.321511602765731,0.333333333333333,0
"Scytalopus simonsi","bird","Passeriformes","Rhinocryptidae",7,"npp.sd",0.730733290026846,0.930299044730341,0.25,0
"Seicercus burkii","bird","Passeriformes","Phylloscopidae",8,"npp.sd",-0.227372336245973,-0.231416797780407,0.2,0
"Seicercus castaniceps","bird","Passeriformes","Phylloscopidae",5,"npp.sd",0.26613109864841,0.272695373314151,0.5,0
"Seicercus omeiensis","bird","Passeriformes","Phylloscopidae",6,"npp.sd",-0.227187315049769,-0.231221698512497,0.333333333333333,0
"Seiurus aurocapilla","bird","Passeriformes","Parulidae",98,"npp.sd",0.396392544850824,0.419361679211224,0.0105263157894737,0
"Seiurus motacilla","bird","Passeriformes","Parulidae",6,"npp.sd",0.318874069608846,0.330393232577122,0.333333333333333,0
"Selasphorus platycercus","bird","Apodiformes","Trochilidae",24,"npp.sd",-0.299398653680736,-0.308858914954927,0.0476190476190476,0
"Selasphorus rufus","bird","Apodiformes","Trochilidae",22,"npp.sd",0.45006105504763,0.484776839285258,0.0526315789473684,0
"Selasphorus sasin","bird","Apodiformes","Trochilidae",17,"npp.sd",-0.240102612779789,-0.244883000033898,0.0714285714285714,0
"Selenidera reinwardtii","bird","Piciformes","Ramphastidae",5,"npp.sd",-0.777904034665716,-1.04004043805752,0.5,0
"Sericornis arfakianus","bird","Passeriformes","Acanthizidae",6,"npp.sd",0.301948736449147,0.311662452759164,0.333333333333333,0
"Sericornis citreogularis","bird","Passeriformes","Acanthizidae",10,"npp.sd",-0.698836975899873,-0.865023718828817,0.142857142857143,0
"Sericornis frontalis","bird","Passeriformes","Acanthizidae",8,"npp.sd",0.327627663812908,0.340168329150203,0.2,0
"Sericornis keri","bird","Passeriformes","Acanthizidae",9,"npp.sd",-0.282069061378642,-0.289928563700934,0.166666666666667,0
"Sericornis magnirostris","bird","Passeriformes","Acanthizidae",20,"npp.sd",0.0571071431097897,0.0571693446298635,0.0588235294117647,NA
"Sericornis nouhuysi","bird","Passeriformes","Acanthizidae",14,"npp.sd",0.00839391714082003,0.0083941142882587,0.0909090909090909,0
"Sericornis perspicillatus","bird","Passeriformes","Acanthizidae",12,"npp.sd",-0.116048899116907,-0.11657410651489,0.111111111111111,0
"Sericornis spilodera","bird","Passeriformes","Acanthizidae",6,"npp.sd",0.313242171586261,0.324136287293698,0.333333333333333,0
"Serinus mozambicus","bird","Passeriformes","Fringillidae",7,"npp.sd",0.532485577775123,0.593608029460421,0.25,0
"Serpophaga subcristata","bird","Passeriformes","Tyrannidae",7,"npp.sd",0.11712771135576,0.117667785055328,0.25,0
"Setophaga americana","bird","Passeriformes","Parulidae",21,"npp.sd",-0.177391162354909,-0.179287795603899,0.0555555555555556,NA
"Setophaga caerulescens","bird","Passeriformes","Parulidae",32,"npp.sd",0.305790597595288,0.315895155333281,0.0344827586206897,NA
"Setophaga castanea","bird","Passeriformes","Parulidae",26,"npp.sd",0.0965813719009058,0.0968833663431795,0.0434782608695652,NA
"Setophaga cerulea","bird","Passeriformes","Parulidae",8,"npp.sd",-0.173629538283284,-0.175406610811427,0.2,NA
"Setophaga coronata","bird","Passeriformes","Parulidae",168,"npp.sd",0.107820327924062,0.108241078427075,0.00606060606060606,NA
"Setophaga discolor","bird","Passeriformes","Parulidae",10,"npp.sd",0.408168480644333,0.433411595205956,0.142857142857143,NA
"Setophaga fusca","bird","Passeriformes","Parulidae",13,"npp.sd",0.191244051056923,0.193628129788058,0.1,NA
"Setophaga magnolia","bird","Passeriformes","Parulidae",52,"npp.sd",0.0682917578545747,0.0683982214780879,0.0204081632653061,NA
"Setophaga nigrescens","bird","Passeriformes","Parulidae",14,"npp.sd",-0.463795507158131,-0.502136199527071,0.0909090909090909,NA
"Setophaga palmarum","bird","Passeriformes","Parulidae",21,"npp.sd",0.217268453080317,0.220787434672852,0.0555555555555556,NA
"Setophaga pensylvanica","bird","Passeriformes","Parulidae",39,"npp.sd",0.0189697789786176,0.0189720549109261,0.0277777777777778,NA
"Setophaga petechia","bird","Passeriformes","Parulidae",123,"npp.sd",-0.20723328058892,-0.210278735947819,0.00833333333333333,NA
"Setophaga pinus","bird","Passeriformes","Parulidae",22,"npp.sd",0.26394656237521,0.27034578782477,0.0526315789473684,NA
"Setophaga ruticilla","bird","Passeriformes","Parulidae",33,"npp.sd",-0.323430214487568,-0.335473346637932,0.0333333333333333,0
"Setophaga striata","bird","Passeriformes","Parulidae",31,"npp.sd",-0.0327628609094185,-0.0327745910719136,0.0357142857142857,NA
"Setophaga tigrina","bird","Passeriformes","Parulidae",20,"npp.sd",0.233095092916524,0.237459905026377,0.0588235294117647,NA
"Setophaga townsendi","bird","Passeriformes","Parulidae",25,"npp.sd",0.015229969347672,0.0152311470520247,0.0454545454545455,NA
"Setophaga virens","bird","Passeriformes","Parulidae",27,"npp.sd",-0.0574718890197952,-0.0575352916144243,0.0416666666666667,NA
"Sialia currucoides","bird","Passeriformes","Turdidae",27,"npp.sd",0.0561024937618333,0.0561614658461201,0.0416666666666667,0
"Sialia mexicana","bird","Passeriformes","Turdidae",25,"npp.sd",-0.0508137341884113,-0.0508575363576305,0.0454545454545455,0
"Sialia sialis","bird","Passeriformes","Turdidae",46,"npp.sd",-0.313237986795743,-0.324131647222414,0.0232558139534884,0
"Sicalis flaveola","bird","Passeriformes","Thraupidae",7,"npp.sd",-0.191582720190731,-0.193979679380868,0.25,0
"Sicalis luteola","bird","Passeriformes","Thraupidae",8,"npp.sd",-0.386965092835384,-0.408225686746713,0.2,0
"Sirystes sibilator","bird","Passeriformes","Tyrannidae",8,"npp.sd",0.258313548246073,0.264300533772341,0.2,0
"Sitta canadensis","bird","Passeriformes","Sittidae",50,"npp.sd",0.0856562396706278,0.0858666530955958,0.0212765957446809,0
"Sitta carolinensis","bird","Passeriformes","Sittidae",93,"npp.sd",0.26317610529126,0.269517815973469,0.0111111111111111,0
"Sitta europaea","bird","Passeriformes","Sittidae",8,"npp.sd",0.820480401268766,1.15828565744059,0.2,0
"Sitta frontalis","bird","Passeriformes","Sittidae",5,"npp.sd",-0.582326836613033,-0.665976251592846,0.5,0
"Sitta pygmaea","bird","Passeriformes","Sittidae",20,"npp.sd",-0.113153709646722,-0.11364038497492,0.0588235294117647,0
"Sittasomus griseicapillus","bird","Passeriformes","Furnariidae",20,"npp.sd",0.289919125470554,0.298477965310205,0.0588235294117647,0
"Speotyto cunicularia","bird","Strigiformes","Strigidae",5,"npp.sd",-1.01746837991646e-16,-5.55111512312578e-17,0.5,NA
"Spermophaga haematina","bird","Passeriformes","Estrildidae",8,"npp.sd",-0.210306446656577,-0.213491952589854,0.2,0
"Sphyrapicus nuchalis","bird","Piciformes","Picidae",65,"npp.sd",-0.194832288495459,-0.197355258584534,0.0161290322580645,0
"Sphyrapicus ruber","bird","Piciformes","Picidae",76,"npp.sd",0.187062800575777,0.189291719549295,0.0136986301369863,0
"Sphyrapicus thyroideus","bird","Piciformes","Picidae",29,"npp.sd",-0.0259378728035955,-0.0259436919217008,0.0384615384615385,0
"Sphyrapicus varius","bird","Piciformes","Picidae",68,"npp.sd",-0.158280194571639,-0.159622203438856,0.0153846153846154,0
"Spinus magellanicus","bird","Passeriformes","Fringillidae",24,"npp.sd",-0.48927757077496,-0.535110089125276,0.0476190476190476,NA
"Spinus pinus","bird","Passeriformes","Fringillidae",104,"npp.sd",-0.00108025924245478,-0.00108025966266158,0.0099009900990099,NA
"Spinus psaltria","bird","Passeriformes","Fringillidae",45,"npp.sd",0.13182722444716,0.13259893675269,0.0238095238095238,NA
"Spinus tristis","bird","Passeriformes","Fringillidae",132,"npp.sd",0.0437174837124334,0.0437453669134536,0.00775193798449612,NA
"Spiza americana","bird","Passeriformes","Cardinalidae",10,"npp.sd",-0.082195893695219,-0.0823817573861822,0.142857142857143,0
"Spizella arborea","bird","Passeriformes","Passerellidae",74,"npp.sd",0.0920016353846263,0.0922625381967085,0.0140845070422535,0
"Spizella breweri","bird","Passeriformes","Passerellidae",24,"npp.sd",-0.283288664890177,-0.291254086428685,0.0476190476190476,0
"Spizella pallida","bird","Passeriformes","Passerellidae",19,"npp.sd",0.358217167854078,0.374839116986236,0.0625,0
"Spizella passerina","bird","Passeriformes","Passerellidae",84,"npp.sd",-0.0118635728013874,-0.0118641294253787,0.0123456790123457,0
"Spizella pusilla","bird","Passeriformes","Passerellidae",16,"npp.sd",0.558457330699537,0.630588529405128,0.0769230769230769,0
"Sporophila caerulescens","bird","Passeriformes","Thraupidae",5,"npp.sd",-0.138788907721879,-0.139690484801001,0.5,0
"Sporophila minuta","bird","Passeriformes","Thraupidae",6,"npp.sd",0.68277576586186,0.834295531753303,0.333333333333333,0
"Sporophila plumbea","bird","Passeriformes","Thraupidae",5,"npp.sd",0.293854043468376,0.302779360214692,0.5,0
