"speciesname","class","order","family","freq","env.var","corr.coeff","z.cor.yi","z.cor.vi","Species_ph","SPID"
"Lasiurus blossevillii","mammal","Chiroptera","Vespertilionidae",18,"tavg",-0.0838722376791611,-0.0840697398348153,0.0666666666666667,"Lasiurus_blossevillii","SP177"
"Lasiurus borealis","mammal","Chiroptera","Vespertilionidae",33,"tavg",-0.409459965652343,-0.43496223810697,0.0333333333333333,"Lasiurus_borealis","SP178"
"Lasiurus cinereus","mammal","Chiroptera","Vespertilionidae",70,"tavg",-0.340572033876285,-0.354739475798249,0.0149253731343284,"Lasiurus_cinereus","SP179"
"Lasiurus ega","mammal","Chiroptera","Vespertilionidae",35,"tavg",0.0918029629367314,0.0920621734610446,0.03125,"Lasiurus_ega","SP180"
"Lemmiscus curtatus","mammal","Rodentia","Cricetidae",33,"tavg",-0.0127115434527229,-0.0127122281769778,0.0333333333333333,"Lemmiscus_curtatus","SP181"
"Lemmus sibiricus","mammal","Rodentia","Cricetidae",16,"tavg",-0.273484767095936,-0.280626441294171,0.0769230769230769,"Lemmus_sibiricus","SP182"
"Lemmus trimucronatus","mammal","Rodentia","Cricetidae",111,"tavg",-0.315766797010534,-0.326938045352306,0.00925925925925926,"Lemmus_trimucronatus","SP183"
"Lemniscomys striatus","mammal","Rodentia","Muridae",8,"tavg",-0.166742825866309,-0.168314454510288,0.2,"Lemniscomys_striatus","SP184"
"Leptonycteris yerbabuenae","mammal","Chiroptera","Phyllostomidae",13,"tavg",0.662486349212117,0.797231802611261,0.1,"Leptonycteris_yerbabuenae","SP185"
"Lepus alleni","mammal","Lagomorpha","Leporidae",5,"tavg",-0.921119061871711,-1.59636176831395,0.5,"Lepus_alleni","SP186"
"Lepus americanus","mammal","Lagomorpha","Leporidae",88,"tavg",-0.366649373353731,-0.384546564478014,0.0117647058823529,"Lepus_americanus","SP187"
"Lepus arcticus","mammal","Lagomorpha","Leporidae",6,"tavg",-0.351482095925641,-0.367133753126997,0.333333333333333,"Lepus_arcticus","SP188"
"Lepus californicus","mammal","Lagomorpha","Leporidae",30,"tavg",0.311408475564957,0.322104384185452,0.037037037037037,"Lepus_californicus","SP189"
"Lepus othus","mammal","Lagomorpha","Leporidae",30,"tavg",-0.564339669111764,-0.639178097566979,0.037037037037037,"Lepus_othus","SP190"
"Lepus tolai","mammal","Lagomorpha","Leporidae",5,"tavg",0.3,0.309519604203112,0.5,"Lepus_tolai","SP191"
"Lepus townsendii","mammal","Lagomorpha","Leporidae",11,"tavg",-0.372727272727273,-0.391586666108833,0.125,"Lepus_townsendii","SP192"
"Liomys adspersus","mammal","Rodentia","Heteromyidae",13,"tavg",-0.286169231153276,-0.294388787651187,0.1,"Liomys_adspersus","SP193"
"Liomys irroratus","mammal","Rodentia","Heteromyidae",8,"tavg",-0.458476901736345,-0.495381115289208,0.2,"Liomys_irroratus","SP194"
"Liomys pictus","mammal","Rodentia","Heteromyidae",16,"tavg",-0.10442895989635,-0.104811076774125,0.0769230769230769,"Liomys_pictus","SP195"
"Liomys salvini","mammal","Rodentia","Heteromyidae",5,"tavg",-0.366621425683713,-0.384514276625966,0.5,"Liomys_salvini","SP196"
"Lissodelphis borealis","mammal","Cetacea","Delphinidae",6,"tavg",0.678284933354841,0.825930705171063,0.333333333333333,"Lissodelphis_borealis","SP197"
"Lonchophylla thomasi","mammal","Chiroptera","Phyllostomidae",8,"tavg",-0.134319451927789,-0.135136094940862,0.2,"Lonchophylla_thomasi","SP198"
"Lontra canadensis","mammal","Carnivora","Mustelidae",63,"tavg",-0.0429521395508252,-0.0429785827656604,0.0166666666666667,"Lontra_canadensis","SP199"
"Lophostoma silvicolum","mammal","Chiroptera","Phyllostomidae",12,"tavg",0.714023145656066,0.895343862136164,0.111111111111111,"Lophostoma_silvicolum","SP200"
"Loxodontomys micropus","mammal","Rodentia","Cricetidae",12,"tavg",-0.288656021932171,-0.297099501616515,0.111111111111111,"Loxodontomys_micropus","SP201"
"Lynx canadensis","mammal","Carnivora","Felidae",11,"tavg",-0.171020829620492,-0.172718061355917,0.125,"Lynx_canadensis","SP202"
"Lynx rufus","mammal","Carnivora","Felidae",47,"tavg",-0.0944129276861481,-0.094694963651008,0.0227272727272727,"Lynx_rufus","SP203"
"Macroglossus minimus","mammal","Chiroptera","Pteropodidae",24,"tavg",0.15930599581788,0.160674539705911,0.0476190476190476,"Macroglossus_minimus","SP204"
"Macrotus californicus","mammal","Chiroptera","Phyllostomidae",10,"tavg",0.585354549129084,0.670569765885576,0.142857142857143,"Macrotus_californicus","SP205"
"Macrotus waterhousii","mammal","Chiroptera","Phyllostomidae",5,"tavg",0.3,0.309519604203112,0.5,"Macrotus_waterhousii","SP206"
"Marmosa mexicana","mammal","Didelphimorphia","Didelphidae",8,"tavg",0.191781038005637,0.194185561713433,0.2,"Marmosa_mexicana","SP207"
"Marmosops noctivagus","mammal","Didelphimorphia","Didelphidae",5,"tavg",0.293765904684912,0.302682894057571,0.5,"Marmosops_noctivagus","SP208"
"Marmota broweri","mammal","Rodentia","Sciuridae",13,"tavg",0.479314190343139,0.522093533548433,0.1,"Marmota_broweri","SP209"
"Marmota caligata","mammal","Rodentia","Sciuridae",61,"tavg",-0.0146189135778726,-0.0146199551269411,0.0172413793103448,"Marmota_caligata","SP210"
"Marmota flaviventris","mammal","Rodentia","Sciuridae",28,"tavg",-0.391165755660754,-0.413175646945969,0.04,"Marmota_flaviventris","SP211"
"Marmota monax","mammal","Rodentia","Sciuridae",28,"tavg",0.289803971615608,0.298352248788448,0.04,"Marmota_monax","SP212"
"Martes americana","mammal","Carnivora","Mustelidae",139,"tavg",0.333925831560206,0.347240299017871,0.00735294117647059,"Martes_americana","SP213"
"Martes pennanti","mammal","Carnivora","Mustelidae",21,"tavg",-0.545530616902707,-0.6119960121521,0.0555555555555556,"Martes_pennanti","SP214"
"Mastomys natalensis","mammal","Rodentia","Muridae",20,"tavg",0.40846593611441,0.43376856588239,0.0588235294117647,"Mastomys_natalensis","SP215"
"Megaderma spasma","mammal","Chiroptera","Megadermatidae",11,"tavg",-0.426914373659376,-0.456117235266662,0.125,"Megaderma_spasma","SP216"
"Megaerops wetmorei","mammal","Chiroptera","Pteropodidae",5,"tavg",-0.572094465608704,-0.650630803314112,0.5,"Megaerops_wetmorei","SP217"
"Melanomys caliginosus","mammal","Rodentia","Cricetidae",9,"tavg",-0.528009857987962,-0.587381660734362,0.166666666666667,"Melanomys_caliginosus","SP218"
"Melomys rufescens","mammal","Rodentia","Muridae",5,"tavg",0.655679980287678,0.785197776434182,0.5,"Melomys_rufescens","SP219"
"Mephitis mephitis","mammal","Carnivora","Mephitidae",16,"tavg",0.252385600357775,0.257959077596625,0.0769230769230769,"Mephitis_mephitis","SP220"
"Meriones meridianus","mammal","Rodentia","Muridae",23,"tavg",0.252635738986492,0.25822625168468,0.05,"Meriones_meridianus","SP221"
"Meriones tamariscinus","mammal","Rodentia","Muridae",5,"tavg",-0.695217540913295,-0.85798404053634,0.5,"Meriones_tamariscinus","SP222"
"Meriones unguiculatus","mammal","Rodentia","Muridae",20,"tavg",0.12986344817467,0.130600953313844,0.0588235294117647,"Meriones_unguiculatus","SP223"
"Mesophylla macconnelli","mammal","Chiroptera","Phyllostomidae",7,"tavg",0.192982845709902,0.195433558982754,0.25,"Mesophylla_macconnelli","SP224"
"Metachirus nudicaudatus","mammal","Didelphimorphia","Didelphidae",8,"tavg",0.214927244982834,0.218331539135448,0.2,"Metachirus_nudicaudatus","SP225"
"Micaelamys namaquensis","mammal","Rodentia","Muridae",22,"tavg",-0.206648569086652,-0.20966786411594,0.0526315789473684,"Micaelamys_namaquensis","SP226"
"Microdipodops megacephalus","mammal","Rodentia","Heteromyidae",53,"tavg",-0.00854297006741321,-0.0085431779051561,0.02,"Microdipodops_megacephalus","SP227"
"Microdipodops pallidus","mammal","Rodentia","Heteromyidae",31,"tavg",-0.517062349895908,-0.572321761391883,0.0357142857142857,"Microdipodops_pallidus","SP228"
"Micronycteris megalotis","mammal","Chiroptera","Phyllostomidae",16,"tavg",0.209775165250623,0.212936150782159,0.0769230769230769,"Micronycteris_megalotis","SP229"
"Micronycteris minuta","mammal","Chiroptera","Phyllostomidae",6,"tavg",0.378921033624646,0.398799189386606,0.333333333333333,"Micronycteris_minuta","SP230"
"Microtus agrestis","mammal","Rodentia","Cricetidae",6,"tavg",-0.905039189811061,-1.49939678863324,0.333333333333333,"Microtus_agrestis","SP231"
"Microtus californicus","mammal","Rodentia","Cricetidae",132,"tavg",-0.0974757770254,-0.0977862719751899,0.00775193798449612,"Microtus_californicus","SP232"
"Microtus canicaudus","mammal","Rodentia","Cricetidae",5,"tavg",0.310117491100326,0.320675396950391,0.5,"Microtus_canicaudus","SP233"
"Microtus chrotorrhinus","mammal","Rodentia","Cricetidae",6,"tavg",0.0371420768045283,0.0371591705399027,0.333333333333333,"Microtus_chrotorrhinus","SP234"
"Microtus gregalis","mammal","Rodentia","Cricetidae",30,"tavg",-0.00525338196349925,-0.00525343029194994,0.037037037037037,"Microtus_gregalis","SP235"
"Microtus ilaeus","mammal","Rodentia","Cricetidae",5,"tavg",-0.474491180424269,-0.51585063672622,0.5,"Microtus_ilaeus","SP236"
"Microtus longicaudus","mammal","Rodentia","Cricetidae",508,"tavg",0.129714548523394,0.130449502444494,0.00198019801980198,"Microtus_longicaudus","SP237"
"Microtus mexicanus","mammal","Rodentia","Cricetidae",24,"tavg",0.10164450513261,0.101996741531827,0.0476190476190476,"Microtus_mexicanus","SP238"
"Microtus miurus","mammal","Rodentia","Cricetidae",93,"tavg",-0.0506059583348091,-0.0506492248325785,0.0111111111111111,"Microtus_miurus","SP239"
"Microtus montanus","mammal","Rodentia","Cricetidae",195,"tavg",0.11816027235061,0.118714837467757,0.00520833333333333,"Microtus_montanus","SP240"
"Microtus ochrogaster","mammal","Rodentia","Cricetidae",80,"tavg",-0.0315304952681604,-0.0315409504186339,0.012987012987013,"Microtus_ochrogaster","SP241"
"Microtus oeconomus","mammal","Rodentia","Cricetidae",452,"tavg",0.110762642858782,0.11121896536809,0.0022271714922049,"Microtus_oeconomus","SP242"
"Microtus oregoni","mammal","Rodentia","Cricetidae",99,"tavg",0.0742859360755098,0.0744230368192908,0.0104166666666667,"Microtus_oregoni","SP243"
"Microtus pennsylvanicus","mammal","Rodentia","Cricetidae",379,"tavg",0.371842346166859,0.390559358771763,0.00265957446808511,"Microtus_pennsylvanicus","SP244"
"Microtus pinetorum","mammal","Rodentia","Cricetidae",20,"tavg",-0.140916671765716,-0.14186069647104,0.0588235294117647,"Microtus_pinetorum","SP245"
"Microtus richardsoni","mammal","Rodentia","Cricetidae",35,"tavg",-0.0055995374822913,-0.00559959600755559,0.03125,"Microtus_richardsoni","SP246"
"Microtus townsendii","mammal","Rodentia","Cricetidae",40,"tavg",-0.135833569063085,-0.136678351894397,0.027027027027027,"Microtus_townsendii","SP247"
"Microtus xanthognathus","mammal","Rodentia","Cricetidae",59,"tavg",0.191241701822456,0.193625691371333,0.0178571428571429,"Microtus_xanthognathus","SP248"
"Mimon crenulatum","mammal","Chiroptera","Phyllostomidae",8,"tavg",-0.707552917239363,-0.882266422680549,0.2,"Mimon_crenulatum","SP249"
"Miniopterus australis","mammal","Chiroptera","Miniopteridae",12,"tavg",-0.0812530708906001,-0.0814325951582948,0.111111111111111,"Miniopterus_australis","SP250"
"Miniopterus schreibersii","mammal","Chiroptera","Miniopteridae",17,"tavg",-0.268391623413111,-0.275129786226037,0.0714285714285714,"Miniopterus_schreibersii","SP251"
"Molossops temminckii","mammal","Chiroptera","Molossidae",23,"tavg",-0.518619437783388,-0.574449394791071,0.05,"Molossops_temminckii","SP252"
"Molossus molossus","mammal","Chiroptera","Molossidae",60,"tavg",-0.252605783012453,-0.258194253686419,0.0175438596491228,"Molossus_molossus","SP253"
"Molossus rufus","mammal","Chiroptera","Molossidae",14,"tavg",-0.174743218747076,-0.176555138774498,0.0909090909090909,"Molossus_rufus","SP254"
"Molossus sinaloae","mammal","Chiroptera","Molossidae",5,"tavg",-0.205195670417031,-0.208150628390742,0.5,"Molossus_sinaloae","SP255"
"Monophyllus plethodon","mammal","Chiroptera","Phyllostomidae",18,"tavg",0.546840155147466,0.613862298950401,0.0666666666666667,"Monophyllus_plethodon","SP256"
"Mops condylurus","mammal","Chiroptera","Molossidae",5,"tavg",-0.252466392157097,-0.258045367705402,0.5,"Mops_condylurus","SP257"
"Mormoops megalophylla","mammal","Chiroptera","Mormoopidae",7,"tavg",0.097915352138737,0.0982300830164086,0.25,"Mormoops_megalophylla","SP258"
"Murexechinus melanurus","mammal","Dasyuromorphia","Dasyuridae",5,"tavg",0.678862737772708,0.827001630725194,0.5,"Murexechinus_melanurus","SP259"
"Mus minutoides","mammal","Rodentia","Muridae",8,"tavg",0.00580059913211681,0.00580066419092047,0.2,"Mus_minutoides","SP260"
"Mus musculus","mammal","Rodentia","Muridae",291,"tavg",-0.274187675068813,-0.28138633057587,0.00347222222222222,"Mus_musculus","SP261"
"Mus triton","mammal","Rodentia","Muridae",7,"tavg",0.31193403931888,0.322686493454991,0.25,"Mus_triton","SP262"
"Mustela erminea","mammal","Carnivora","Mustelidae",261,"tavg",-0.484070542703933,-0.528286956321529,0.00387596899224806,"Mustela_erminea","SP263"
"Mustela frenata","mammal","Carnivora","Mustelidae",84,"tavg",0.0817982428828451,0.0819814148577101,0.0123456790123457,"Mustela_frenata","SP264"
"Mustela nivalis","mammal","Carnivora","Mustelidae",47,"tavg",0.366885962540197,0.384819925831915,0.0227272727272727,"Mustela_nivalis","SP265"
"Myocastor coypus","mammal","Rodentia","Myocastoridae",7,"tavg",-0.306202666668053,-0.316349794026774,0.25,"Myocastor_coypus","SP266"
"Myodes californicus","mammal","Rodentia","Cricetidae",61,"tavg",0.457033673317773,0.493555306399577,0.0172413793103448,"Myodes_californicus","SP267"
"Myodes gapperi","mammal","Rodentia","Cricetidae",380,"tavg",-0.100564518474278,-0.100905600990995,0.0026525198938992,"Myodes_gapperi","SP268"
"Myodes glareolus","mammal","Rodentia","Cricetidae",27,"tavg",-0.235246687234978,-0.239736330507634,0.0416666666666667,"Myodes_glareolus","SP269"
"Myodes rufocanus","mammal","Rodentia","Cricetidae",53,"tavg",0.416797635810234,0.443810091637444,0.02,"Myodes_rufocanus","SP270"
"Myodes rutilus","mammal","Rodentia","Cricetidae",736,"tavg",0.0794131354939186,0.0795807082447584,0.00136425648021828,"Myodes_rutilus","SP271"
"Myopus schisticolor","mammal","Rodentia","Cricetidae",18,"tavg",-0.0266599794370246,-0.0266662983654511,0.0666666666666667,"Myopus_schisticolor","SP272"
"Myotis adversus","mammal","Chiroptera","Vespertilionidae",5,"tavg",-0.279329483591348,-0.286954663641189,0.5,"Myotis_adversus","SP273"
"Myotis albescens","mammal","Chiroptera","Vespertilionidae",17,"tavg",-0.520139749273025,-0.576531316366436,0.0714285714285714,"Myotis_albescens","SP274"
"Myotis auriculus","mammal","Chiroptera","Vespertilionidae",21,"tavg",0.131158397120571,0.131918341665354,0.0555555555555556,"Myotis_auriculus","SP275"
"Myotis californicus","mammal","Chiroptera","Vespertilionidae",111,"tavg",-0.454922190131572,-0.490889572864754,0.00925925925925926,"Myotis_californicus","SP276"
"Myotis ciliolabrum","mammal","Chiroptera","Vespertilionidae",40,"tavg",-0.0660881939820888,-0.0661846636024236,0.027027027027027,"Myotis_ciliolabrum","SP277"
"Myotis evotis","mammal","Chiroptera","Vespertilionidae",56,"tavg",-0.12637411554511,-0.127053385569603,0.0188679245283019,"Myotis_evotis","SP278"
"Myotis keaysi","mammal","Chiroptera","Vespertilionidae",7,"tavg",0.00928352837106021,0.00928379508174256,0.25,"Myotis_keaysi","SP279"
"Myotis keenii","mammal","Chiroptera","Vespertilionidae",24,"tavg",-0.340439166353221,-0.354589182679967,0.0476190476190476,"Myotis_keenii","SP280"
"Myotis leibii","mammal","Chiroptera","Vespertilionidae",12,"tavg",-0.613005533618548,-0.713722057292685,0.111111111111111,"Myotis_leibii","SP281"
"Myotis lucifugus","mammal","Chiroptera","Vespertilionidae",181,"tavg",-0.401767819045016,-0.425755252929745,0.00561797752808989,"Myotis_lucifugus","SP282"
"Myotis muricola","mammal","Chiroptera","Vespertilionidae",5,"tavg",0.783262411658795,1.05375621490087,0.5,"Myotis_muricola","SP283"
"Myotis myotis","mammal","Chiroptera","Vespertilionidae",7,"tavg",-0.840758356700225,-1.22375504917609,0.25,"Myotis_myotis","SP284"
"Myotis nigricans","mammal","Chiroptera","Vespertilionidae",39,"tavg",-0.0647913465721124,-0.0648822385492172,0.0277777777777778,"Myotis_nigricans","SP285"
"Myotis occultus","mammal","Chiroptera","Vespertilionidae",21,"tavg",-0.260576014016545,-0.2667262818469,0.0555555555555556,"Myotis_occultus","SP286"
"Myotis riparius","mammal","Chiroptera","Vespertilionidae",10,"tavg",0.362338474227958,0.379575174892691,0.142857142857143,"Myotis_riparius","SP287"
"Myotis thysanodes","mammal","Chiroptera","Vespertilionidae",30,"tavg",0.184170885655039,0.186296609895999,0.037037037037037,"Myotis_thysanodes","SP288"
"Myotis velifer","mammal","Chiroptera","Vespertilionidae",31,"tavg",-0.452062868549063,-0.487289967804569,0.0357142857142857,"Myotis_velifer","SP289"
"Myotis volans","mammal","Chiroptera","Vespertilionidae",63,"tavg",-0.222249569594122,-0.226021330070045,0.0166666666666667,"Myotis_volans","SP290"
"Myotis yumanensis","mammal","Chiroptera","Vespertilionidae",88,"tavg",-0.163798911963433,-0.165287868616348,0.0117647058823529,"Myotis_yumanensis","SP291"
"Napaeozapus insignis","mammal","Rodentia","Dipodidae",27,"tavg",-0.271583355808511,-0.27857247092052,0.0416666666666667,"Napaeozapus_insignis","SP292"
"Natalus stramineus","mammal","Chiroptera","Natalidae",8,"tavg",-0.122133949992626,-0.12274672230735,0.2,"Natalus_stramineus","SP293"
"Neacomys spinosus","mammal","Rodentia","Cricetidae",6,"tavg",0.814075274029453,1.13899461662708,0.333333333333333,"Neacomys_spinosus","SP294"
"Necromys lasiurus","mammal","Rodentia","Cricetidae",9,"tavg",-0.109988755810919,-0.110435533894152,0.166666666666667,"Necromys_lasiurus","SP295"
"Neoromicia capensis","mammal","Chiroptera","Vespertilionidae",14,"tavg",-0.20773243141996,-0.210800341457939,0.0909090909090909,"Neoromicia_capensis","SP296"
"Neoromicia nanus","mammal","Chiroptera","Vespertilionidae",9,"tavg",0.26374544572864,0.270129622919207,0.166666666666667,"Neoromicia_nanus","SP297"
"Neotetracus sinensis","mammal","Insectivora","Erinaceidae",5,"tavg",0.879020140815103,1.37144081976628,0.5,"Neotetracus_sinensis","SP298"
"Neotoma albigula","mammal","Rodentia","Cricetidae",205,"tavg",0.0729958148097555,0.073125880921102,0.00495049504950495,"Neotoma_albigula","SP299"
"Neotoma bryanti","mammal","Rodentia","Cricetidae",8,"tavg",-0.031620845785985,-0.031631391107965,0.2,"Neotoma_bryanti","SP300"
"Neotoma cinerea","mammal","Rodentia","Cricetidae",108,"tavg",0.0728576898433966,0.072987017435285,0.00952380952380952,"Neotoma_cinerea","SP301"
"Neotoma floridana","mammal","Rodentia","Cricetidae",21,"tavg",0.0854785961254297,0.085687699288973,0.0555555555555556,"Neotoma_floridana","SP302"
"Neotoma fuscipes","mammal","Rodentia","Cricetidae",53,"tavg",0.0248938261462543,0.0248989703152007,0.02,"Neotoma_fuscipes","SP303"
"Neotoma lepida","mammal","Rodentia","Cricetidae",138,"tavg",0.262914958383079,0.269237256312087,0.00740740740740741,"Neotoma_lepida","SP304"
"Neotoma leucodon","mammal","Rodentia","Cricetidae",25,"tavg",0.14096876836795,0.141913848939111,0.0454545454545455,"Neotoma_leucodon","SP305"
"Neotoma macrotis","mammal","Rodentia","Cricetidae",53,"tavg",0.207233136181661,0.210278585060618,0.02,"Neotoma_macrotis","SP306"
